,UUID,SRC HOSTNAME,DST HOSTNAME,THROUGHPUT (mean),LATENCY (mean),RETRANSMITS (mean),BYTES (mean)
0,b5935ca6-8cc8-44cc-b4c8-5fd3c93ef7f9,localhost,eqx-ash-pt1.es.net,9889888280.87112,8666.775,798,1236237559.8
1,160f103f-010d-483f-9b30-1cd69a5211a4,localhost,eqx-ash-pt1.es.net,9890013593.31527,8962.391666666666,988,1236259405.1333334
2,110959a9-eed4-4c43-8002-e61416597836,localhost,eqx-ash-pt1.es.net,9887967706.700575,8776.658333333333,16,1235997261.1333334
3,0e1e6855-be94-4a2d-8cca-bfb4dd469261,localhost,eqx-ash-pt1.es.net,9887972321.082813,8702.041666666666,15,1235997261.1333334
4,ce0ee994-bccb-445d-8080-cfca1cf8e32a,localhost,eqx-ash-pt1.es.net,9887708235.02651,8734.425,19,1235965053.7333333
5,beac5087-cd69-418f-b583-6c0783a6de84,localhost,star-pt1.es.net,9865403682.3928,13012.375,3313,1233176755.1333334
6,97bf6d1b-4a9d-485b-8cd4-a78873d9e06a,localhost,star-pt1.es.net,9875068524.193573,12870.108333333334,4144,1234384882.2
7,7b2e45c8-cd2a-425e-8098-e28824f0f868,localhost,star-pt1.es.net,9872020147.04487,12696.491666666667,4853,1234012020.2
8,82be3d06-b796-48ae-9b6e-24cfd15bf1f7,localhost,star-pt1.es.net,9873670424.35155,12655.025,4133,1234210119.5333333
9,40bb5e07-ef24-4d05-8780-6353bb2e018d,localhost,star-pt1.es.net,9874343391.406107,13034.133333333333,3151,1234294219.9333334
10,1650e187-b60c-4242-a40d-b5f65c51d20e,localhost,kans-pt1.es.net,9771911384.647507,20038.216666666667,1479,1221495091.6
11,719ed864-bb2e-45da-aa45-052335da96a7,localhost,kans-pt1.es.net,9738918577.46709,19575.316666666666,1765,1217366323.6
12,f6559e08-62bd-461d-978c-65f1e8c55f6b,localhost,kans-pt1.es.net,9652586248.36317,19772.383333333335,1739,1206574728.9333334
13,d7372c66-5903-457d-8848-bf5a9c6e3386,localhost,kans-pt1.es.net,9719685312.15898,19679.925,2281,1214963336.9333334
14,b152e850-5ebf-4f4a-bc2e-c61f2c364d11,localhost,kans-pt1.es.net,9768899730.77415,19745.083333333332,1681,1221123720.9333334
15,6c7e6f35-533c-4c89-b996-fc538c3f91ca,localhost,denv-pt1.es.net,9790302876.804426,26901.191666666666,1156,1223790939.4666667
16,9c256e65-618f-436f-baab-c7495c85b89b,localhost,denv-pt1.es.net,9802900134.68819,26924.058333333334,1129,1225363803.4666667
17,439d3730-9858-418d-a85b-2b84612d0f72,localhost,denv-pt1.es.net,9790317399.07202,26892.325,1167,1223790939.4666667
18,50505e82-7819-4e4a-b554-a9d7bd341021,localhost,eqx-ash-pt1.es.net,9758241886.329405,10105.933333333332,831282,1804893.8666666667
19,e94109ad-6b21-4999-94ba-8a8b0b83e57f,localhost,denv-pt1.es.net,9309196119.744074,25898.225,1105,1163650736.8
20,1393ace1-2a86-4802-be23-e8f0a72c97aa,localhost,eqx-ash-pt1.es.net,9755168184.303785,10166.266666666666,827482,2210559.8
21,10d190e8-1617-4646-9a4d-ab6f9a80c229,localhost,denv-pt1.es.net,9290320068.338583,25843.341666666667,1149,1161291440.8
22,7ea2d3c9-9935-4360-87bd-d0abda9a9254,localhost,eqx-ash-pt1.es.net,9881731945.26463,10110.008333333333,859382,2007688.2
23,6c32ca34-0832-4493-ad79-ab1736afb890,localhost,sacr-pt1.es.net,7971056489.057354,33402.3,4,996383107.3333334
24,fa9a59db-0b4c-4d7c-b9ca-982af11f2fdb,localhost,eqx-ash-pt1.es.net,9754605791.276094,10176.033333333333,856184,1831881.6
25,b53d7765-1868-424b-8cc5-7d022be04f6c,localhost,sacr-pt1.es.net,7958995622.672503,33455.85,1,994875779.3333334
26,6c7bfaf6-a924-49d2-81cd-7db8b5142379,localhost,eqx-ash-pt1.es.net,9755735154.1306,10119.85,846735,1862368.4
27,e7b2b002-56a5-42e4-84c3-a6935bec64ab,localhost,sacr-pt1.es.net,7971056621.908157,33402.51666666667,3,996383107.3333334
28,ddd2786a-6fef-4006-8311-2e4b84b2243b,localhost,star-pt1.es.net,9843730915.692814,14756.791666666666,1075015,1472518.8666666667
29,3136cb25-16b2-475c-9b1a-a9ec8398b80a,localhost,sacr-pt1.es.net,7971206407.9733,33401.63333333333,5,996404952.6666666
30,5cc75343-bd0d-42f0-a489-68543bb53c80,localhost,star-pt1.es.net,8737111265.28477,13034.358333333334,1186922,38780691.733333334
31,5429d1cb-1ce8-4a13-af16-b6d9b7c84b73,localhost,sacr-pt1.es.net,7934879200.315653,33460.316666666666,133,991861123.3333334
32,825318d0-27b6-4d7a-92de-38da233ad33e,localhost,star-pt1.es.net,9868001878.397745,14715.966666666667,1068975,1556691.1333333333
33,912ac98b-8118-4d07-a3bb-a74dd4763b90,localhost,cern-773-pt1.es.net,6125921318.06502,43430.525,0,765741121.9333333
34,11953191-9f97-496f-9d6a-e5b444968c41,localhost,cern-773-pt1.es.net,9703264663.648594,46364.15,29642,17496106.8
35,3d904937-99f3-4138-8b28-2cf95b5d8558,localhost,cern-773-pt1.es.net,9675185888.65599,46432.6,35378,15838993.266666668
36,3f19c435-00ec-4398-bfd8-d357ab9b6927,localhost,tau.ijs.si,8806337053.301153,50829.441666666666,253935,5437760.533333333
37,fb1ae982-b3a7-40f6-8735-b6985dca72f8,localhost,tau.ijs.si,8834460960.455435,50823.48333333333,225596,8846718.533333333
38,ca367083-7bc0-4f1c-9469-ff06fb08f9fd,localhost,tau.ijs.si,8957461513.22568,50875.35,238132,8122564.533333333
39,7f6eb619-d67e-4a82-90c3-27d6d3591171,localhost,tau.ijs.si,8964764152.03097,50875.3,221807,8212117.866666666
40,363fb559-a0be-49d8-88ea-369ba432450b,localhost,tau.ijs.si,8813233721.114786,50844.0,241240,8452416.533333333
41,addbcb84-7ab9-4b3c-a4ca-11280c1e5562,localhost,sacr-pt1.es.net,9771941226.66563,36177.441666666666,34785,19574545.266666666
42,016821eb-f45c-46de-9d43-2bbce214927a,localhost,sacr-pt1.es.net,9762159159.03208,36584.916666666664,29098,15071274.8
43,ecfd94e8-f29c-4651-9c1b-5ae3d4ef7910,localhost,sacr-pt1.es.net,9721714695.730463,36539.24166666667,27348,19312401.266666666
44,28797f0d-596c-45b7-9d76-9f2549d46be3,localhost,cern-773-pt1.es.net,9715283727.469286,46202.425,36368,18129621.466666665
45,895acc07-85f5-4c2e-a13c-5b9201837f84,localhost,cern-773-pt1.es.net,9702350449.140993,46290.208333333336,34991,18260693.466666665
46,83a075aa-d379-4e80-83d6-50210aec514b,localhost,cern-773-pt1.es.net,9694493846.092976,46602.85,37670,16625425.266666668
47,96d96e27-51e1-436c-b74f-86fe54794e71,localhost,perfsonar.na.infn.it,8529639353.41965,53131.675,220079,3025217.066666667
48,bbe1205b-bee6-4101-93eb-24265daff426,localhost,perfsonar.na.infn.it,8593187122.039505,54357.85833333333,182974,4977053.733333333
49,1e755758-cacb-4b14-a702-1c5124f74389,localhost,perfsonar.na.infn.it,8519774154.894846,55649.325,205808,6964761.866666666
50,e6b5d5b5-08cd-4d6d-839d-f0b71f1b22bb,localhost,perfsonar.na.infn.it,8750508827.09789,54945.84166666667,259606,9272765.2
51,bac677e1-14d4-4183-8c60-c639a4fce190,localhost,perfsonar.na.infn.it,8552230719.6108,55297.15,236979,3876967.8666666667
52,f62a1866-a3c5-42ee-a92a-d96b11540af4,localhost,denv-pt1.es.net,9659459892.546347,25173.166666666668,7,1207436390.6
53,65dc735e-2298-4ec0-8f0b-8537670bffe3,localhost,sacr-pt1.es.net,7859591833.893885,33376.9,3,982451451.7333333
54,da67249a-cf8d-48a0-aa79-d5bc03e6c052,localhost,sacr-pt1.es.net,7864452899.446314,33386.01666666667,2,983059840.1333333
55,6bd85538-5c0b-431a-802b-baa3385803f0,localhost,sacr-pt1.es.net,7856418818.89013,33382.458333333336,1,982054954.8
56,f9156edf-d441-4f88-8e27-0ea25240e329,localhost,sacr-pt1.es.net,7882152188.159776,33389.26666666667,4,985269499.7333333
57,29d68ea8-3506-419f-9117-72a32bcfd69f,localhost,sacr-pt1.es.net,7864495400.06393,33382.433333333334,3,983063121.0666667
58,16cdd5f4-3475-43ef-8b27-71109cc19c86,localhost,cern-773-pt1.es.net,6062318625.540362,43350.275,0,757790762.8
59,4648bb8a-18e1-4b48-a8db-73cc9cbb06fc,localhost,cern-773-pt1.es.net,6079114831.329428,43347.99166666667,0,759890151.8
60,d07c2aa8-9802-49d4-809c-ecc80d3162d4,localhost,cern-773-pt1.es.net,6040840453.08951,43347.59166666667,0,755105874.6666666
61,23bd0688-3554-4535-84a9-3f124a89e109,localhost,cern-773-pt1.es.net,6062793299.096434,43349.058333333334,0,757856298.8
62,691938d0-5245-4022-896c-c9f0e997db16,localhost,cern-773-pt1.es.net,6047289054.7435,43348.11666666667,0,755912064.1333333
63,70daa67c-5358-4340-ab1a-70fe9264e18c,localhost,tau.ijs.si,5154386346.334108,50536.36666666667,14,644298959.0666667
64,59d77879-e2f3-41ac-bed3-fab48b05d3ca,localhost,tau.ijs.si,5163427180.585476,50594.2,17,645434916.4
65,2f072b42-e287-4ca6-8411-ad368e3b8a04,localhost,tau.ijs.si,5153861972.978262,50536.583333333336,12,644233423.0666667
66,92519b07-63c4-4504-91b1-71eaf29a6a19,localhost,tau.ijs.si,5169764324.994594,50540.99166666667,25,646221348.4
67,dd7420a7-8f05-4103-9220-aeb69bc61f42,localhost,tau.ijs.si,5156831903.826787,50651.84166666667,9,644604793.7333333
68,8f1c5a75-ed07-4112-8d7f-d6a647422aaf,localhost,lcgps02.gridpp.rl.ac.uk,2657375294.8387628,38348.65,24079,332172836.4
69,d46b2678-efab-4fde-9767-2f49125c6aaa,localhost,lcgps02.gridpp.rl.ac.uk,2586805942.2945843,39057.925,28922,323351400.26666665
70,c9dfe8ed-b4e6-477e-8fef-3bdae8ee0550,localhost,lcgps02.gridpp.rl.ac.uk,3615879484.529792,38387.48333333333,19427,451985922.4
71,58bace2e-e1d2-4c11-81a9-51de90a7598c,localhost,lcgps02.gridpp.rl.ac.uk,2880723233.6571016,39463.975,44227,360091172.4
72,52199b78-8f6a-4aae-93f6-5a722030725f,localhost,lcgps02.gridpp.rl.ac.uk,3830359003.1553245,38319.85,33010,478798713.73333335
73,7496d81b-d7ae-4540-8820-5079da016ae9,localhost,perfsonar.na.infn.it,4848900550.88932,53771.833333333336,0,606113316.4
74,5c3ceb60-cd36-49e2-b56d-6deec645273f,localhost,perfsonar.na.infn.it,4852047002.815747,53758.0,0,606506532.4
75,be603b89-9267-42c1-9d70-7d6b1024c93e,localhost,perfsonar.na.infn.it,4841910940.526846,53749.34166666667,47,605239503.0666667
76,d7acf169-3de0-4fab-bd62-f0b305618e67,localhost,perfsonar.na.infn.it,4849945003.14791,53756.416666666664,0,606244388.4
77,19a7874e-0c75-496f-b26c-60d5adfb08ab,localhost,perfsonar.na.infn.it,4854843283.367165,53754.041666666664,8,606856057.7333333
78,214764d5-4be8-475f-acad-7d8b04fc7187,localhost,nsw-brwy-ps1.aarnet.net.au,2200590615.767312,116535.625,6,275074432.1333333
79,7882bb62-ef52-4492-abb4-7c6980d350dd,localhost,nsw-brwy-ps1.aarnet.net.au,2206010636.3547893,116307.51666666666,0,275751637.46666664
80,a8c0d718-9611-4bea-825d-2c645b1ad31f,localhost,nsw-brwy-ps1.aarnet.net.au,2194823570.19599,116376.31666666667,0,274353536.1333333
81,de1b4a15-3b9a-4811-a8bd-e81094e50586,localhost,nsw-brwy-ps1.aarnet.net.au,2198667680.9975147,116687.04166666667,0,274834133.46666664
82,b2ca095b-d35a-4c5a-bde8-813c38248aeb,localhost,nsw-brwy-ps1.aarnet.net.au,2191677958.5429535,116528.53333333334,0,273960320.1333333
83,f0c5d8f7-d622-46f3-8318-50a98713bbdf,localhost,perfsonar2.icepp.jp,2960978040.209854,88298.55,0,370122982.93333334
84,56557f61-ad1d-44e4-9e5d-ec9aa4afc5c7,localhost,perfsonar2.icepp.jp,2976706847.7236557,87936.275,0,372089062.93333334
85,bbd98343-ce23-4e8a-be29-f130a2a4978a,localhost,perfsonar2.icepp.jp,2967268643.11222,88159.55,0,370909414.93333334
86,e641a777-3fc3-44aa-96f0-b2e2379c2104,localhost,perfsonar2.icepp.jp,2962377817.4710555,88167.6,0,370297745.6
87,8d9c7815-ccf1-4d82-ae99-714c6cb4ed4e,localhost,eqx-ash-pt1.es.net,9663948163.62074,5170.675,3288,1208003325.3333333
88,39ec257c-fe67-4cf4-9f4c-b967f4b72834,localhost,eqx-ash-pt1.es.net,9704341817.695757,5192.666666666667,3220,1213043333.7333333
89,02b6279b-3ce7-439c-8688-d7f48d840ea4,localhost,eqx-ash-pt1.es.net,9674125690.27622,5315.791666666667,2788,1209267222.8666666
90,1347e8dc-fa46-43c5-a967-8e93c4ad0dab,localhost,eqx-ash-pt1.es.net,9668079674.175915,5281.075,3370,1208524481.5333333
91,1b6c34a2-8b65-445a-9628-4dd198fb0fc4,localhost,eqx-ash-pt1.es.net,9680094442.56593,5186.541666666667,2832,1210013096.0
92,0c025fa1-cf3c-4ef2-842c-91c040ef54da,localhost,star-pt1.es.net,9671145807.44494,9821.991666666667,3430,1208900177.0666666
93,a88b2a69-29d1-4949-9c8d-cff0d81f70b3,localhost,star-pt1.es.net,9660524631.983536,9811.408333333333,3470,1207567611.7333333
94,00915c14-45fd-4568-b73a-c38c15d2fefe,localhost,star-pt1.es.net,9660004691.86088,9788.291666666666,3458,1207502075.7333333
95,97dc93d2-0617-451c-9af1-ef3e0a2b4e31,localhost,star-pt1.es.net,9688582969.747013,9799.708333333334,3439,1211081429.4666667
96,58c2f5f0-fea1-4984-bab6-a11872d5bbb9,localhost,star-pt1.es.net,9719076182.17001,9780.258333333333,3430,1214885798.4
97,adf375fe-2191-4052-aaad-33479b079c6a,localhost,kans-pt1.es.net,9647579475.585815,18131.95,1214,1205947776.1333334
98,b75639a0-98bf-49d4-a616-50e2466b3a4a,localhost,kans-pt1.es.net,9475178416.41334,18410.683333333334,1408,1184408277.4666667
99,019166ef-2608-4120-8f10-11ddea915fae,localhost,kans-pt1.es.net,9611373658.39623,18106.241666666665,1198,1201425792.1333334
100,01d1eae8-c0d2-46c2-87e4-1acea920e27b,localhost,kans-pt1.es.net,9584295281.16291,18217.033333333333,1440,1198039765.4666667
101,75c379b0-0847-4ed0-ac63-2fe685b9ea9e,localhost,kans-pt1.es.net,9511401517.46286,18310.025,1431,1188933393.2666667
102,7d80cd45-de83-4c8c-9350-47bd74fbb042,localhost,denv-pt1.es.net,9620157499.603125,24973.141666666666,3,1202521190.6
103,41a788a8-c77f-4b9c-baf2-aea2928e7766,localhost,denv-pt1.es.net,9609473857.785784,24905.108333333334,4,1201185493.4666667
104,f877ab75-3219-4845-9d51-ce6b56bba236,localhost,denv-pt1.es.net,9623909210.221735,24915.458333333332,5,1202998656.1333334
105,c146e79f-d88a-49e3-a3ad-fde12e8d7bf2,localhost,sacr-pt1.es.net,9697450530.87626,36558.51666666667,27273,18438587.933333334
106,212796dc-d93b-469b-b654-968fc13e6dbf,localhost,perfsonar.na.infn.it,4696872939.534043,53979.441666666666,50,587110506.9333333
107,af9700e9-2fe4-40bd-8764-c6fa1e87121c,localhost,perfsonar.na.infn.it,4785654317.629225,53802.808333333334,85,598207936.2666667
108,20875965-4ab3-405f-825a-f29b3bdb4c31,localhost,perfsonar.na.infn.it,4797890799.471654,53835.333333333336,44,599737109.6
109,c5c37d11-8724-4550-912a-3f03687deb6e,localhost,perfsonar.na.infn.it,4731307175.217227,54047.775,0,591414037.6
110,14c42efb-8fce-4d4f-b765-d9887ee2f0a6,localhost,perfsonar.na.infn.it,4712034062.007152,53894.425,7,589011050.9333333
111,e13fe524-f05f-4a10-a053-3c3bd5ebf5de,localhost,nsw-brwy-ps1.aarnet.net.au,2236747356.4349384,116850.975,0,279594030.0
112,0dc42665-16ae-4f9f-a812-2c5aaa7a406c,localhost,nsw-brwy-ps1.aarnet.net.au,2254051339.6785707,116035.89166666666,0,281756718.0
113,ef1f3fa9-783a-4679-8d14-d3aa90b84818,localhost,nsw-brwy-ps1.aarnet.net.au,2242680266.0490174,116558.94166666667,0,280336771.3333333
114,9ed584e7-6336-4b60-84b6-41d9b4a193eb,localhost,nsw-brwy-ps1.aarnet.net.au,2243040892.1988845,116557.625,0,280380462.0
115,cc238235-c184-4c22-9343-5cadf733b0bd,localhost,nsw-brwy-ps1.aarnet.net.au,2242691329.9243155,116544.40833333334,0,280336771.3333333
116,6f682c86-1e1a-4294-838a-014ddf99d6b9,localhost,perfsonar2.icepp.jp,2954509815.34899,88344.86666666667,0,369314705.6
117,21d20c63-532b-459a-8198-e7d8a968665b,localhost,denv-pt1.es.net,9608409253.36957,25030.416666666668,6,1201057702.4
118,67709680-1f5d-42c4-b4c4-7bb9b614a168,localhost,kans-pt1.es.net,9845293492.007393,21532.666666666668,7881,56692301.86666667
119,89898dc2-9e35-4ccd-9c3b-4a548bfec2af,localhost,kans-pt1.es.net,9841634973.09231,21380.433333333334,7287,46595134.733333334
120,74adc9f0-9e8d-4fce-8fdb-471f427e52c2,localhost,kans-pt1.es.net,9831853671.56014,21330.233333333334,8137,61952404.06666667
121,bbf1d835-95c2-4130-9ec7-269ef3fff689,localhost,kans-pt1.es.net,9827972859.5745,21276.808333333334,6817,62346664.0
122,f31f4613-9b45-4d88-861a-0b614e1250b5,localhost,kans-pt1.es.net,9844883756.082115,21476.391666666666,7985,75127227.93333334
123,95b911d9-8cdc-4025-ba18-7f25b1017b2f,localhost,denv-pt1.es.net,9774162742.786507,26629.016666666666,13285,25539365.2
124,a0129ba2-4764-4a17-981f-4ebb12e11740,localhost,denv-pt1.es.net,9747808980.651556,26843.491666666665,12014,24468943.866666667
125,bf3ebaa9-1148-44a0-ab8a-de7925b31012,localhost,denv-pt1.es.net,9776825608.07594,26528.466666666667,16888,22612090.533333335
126,c3006f71-7808-4d61-96dc-a3fbcc2a9285,localhost,denv-pt1.es.net,9750891895.56576,26739.45,12112,29058648.4
127,d4a4cf23-6837-4081-a6fd-3fa2a1a6f000,localhost,denv-pt1.es.net,9768283109.827847,26601.891666666666,10859,42644708.6
128,cd385d7f-7b4a-44c6-9f80-2c57a6d58168,localhost,sacr-pt1.es.net,9744896293.30729,36616.09166666667,29018,20073856.133333333
129,05041a62-65dd-4a1d-b0bb-b922edde963c,localhost,sacr-pt1.es.net,9751513942.59137,36603.4,28479,20645414.0
130,857282d5-30bb-4096-ac49-1f3512b36d97,localhost,sacr-pt1.es.net,9776080519.87922,36446.01666666667,33519,21480756.333333332
131,49011674-e010-41fd-9709-9c4316fd01b7,localhost,sacr-pt1.es.net,9777532026.609846,36629.566666666666,33724,19006566.6
132,77db12f1-655b-4261-94e2-9fb23014db89,localhost,sacr-pt1.es.net,9797237593.48173,36281.541666666664,30694,26933290.8
133,e2191d82-2687-4a3f-98fb-d4520defb3c1,localhost,cern-773-pt1.es.net,9703083591.08442,46474.14166666667,33270,19505877.466666665
134,46db272c-12eb-4e28-94e7-1756099c1d8b,localhost,cern-773-pt1.es.net,9666469597.44459,46335.208333333336,31709,15948667.333333334
135,6f26a52b-adbe-4a78-b412-1b5d170d3c99,localhost,cern-773-pt1.es.net,9648016754.907364,45515.975,31169,19028411.933333334
136,be4dc2de-34e8-4b0f-be50-501ed271be3f,localhost,cern-773-pt1.es.net,9636981251.26176,45914.01666666667,33158,25495674.533333335
137,55b03b8f-9a82-4ab9-b027-db1483966008,localhost,cern-773-pt1.es.net,9692128624.06944,46512.316666666666,34134,19290555.933333334
138,9456d8d0-65d3-4846-8245-1992d85ef863,localhost,tau.ijs.si,8787437283.76013,50860.49166666667,237675,10455888.4
139,6055ac1c-efa8-49c7-a873-811ccddaa271,localhost,tau.ijs.si,8754432190.0157,50799.8,233185,8246251.733333333
140,201607f0-b7b6-43fd-996e-1c12749bdb80,localhost,tau.ijs.si,8547446376.15546,50822.458333333336,169814,7656427.733333333
141,636c847f-2ba8-4840-aa83-33f3e2fcccdc,localhost,eqx-ash-pt1.es.net,9749126155.00338,10202.733333333334,826360,2102667.066666667
142,f5767508-87f5-4c59-a01e-0c450b0d1800,localhost,eqx-ash-pt1.es.net,9790361689.62554,10139.858333333334,840866,1897494.8666666667
143,b0580d9f-f568-4650-bee9-fd9276ca934c,localhost,eqx-ash-pt1.es.net,9758950878.23332,10123.775,827445,2056675.8
144,4c941bc8-3cb4-4547-8d27-e41260d3b3b7,localhost,eqx-ash-pt1.es.net,9757128261.62728,10179.783333333333,821313,2048324.3333333333
145,cfc27703-611f-45a3-9478-5afb9ca65ba3,localhost,eqx-ash-pt1.es.net,9749549998.06417,10084.15,836300,2213393.3333333335
146,f48d9dd3-01b2-41ae-9080-f967b1b4cea3,localhost,star-pt1.es.net,9853647800.09767,14692.283333333333,1121126,1556321.0
147,665f6277-bd84-499a-9d8c-e92cd0cfdd52,localhost,star-pt1.es.net,9847853238.55395,14756.925,1098630,1404817.7333333334
148,a6585455-9e99-4da8-a379-f76e4265b049,localhost,star-pt1.es.net,9855505976.138645,14712.916666666666,1105777,1512553.0666666667
149,8a7f6ed8-4cf3-4a31-9a9d-7b3d875c6aa6,localhost,star-pt1.es.net,176979825.47591865,11431.5,17925,988342.3333333334
150,cfa4aaba-a4a1-4d74-8fcb-d4435ffa9241,localhost,star-pt1.es.net,9834126119.42643,14618.375,1115661,1534398.4
151,d4195061-00e7-4134-be12-9de4ea01342c,localhost,kans-pt1.es.net,9808154756.40279,22516.275,1116634,1444409.9333333333
152,6ac56c38-84a6-4ef2-805e-a630eb9ac425,localhost,kans-pt1.es.net,9852980562.69827,22519.575,1143209,1506366.7333333334
153,50655dc9-d44e-4e05-a930-f6d90a570dc2,localhost,kans-pt1.es.net,9787922733.09044,22728.566666666666,1150355,1485565.3333333333
154,3971d6f2-1e47-4364-91d7-410417eb5ed9,localhost,kans-pt1.es.net,9844185227.206686,22588.816666666666,1139363,1508454.6
155,e05f13b4-7556-48ca-84ab-f9693325b797,localhost,kans-pt1.es.net,9870664997.181923,22615.0,1206555,1682173.3333333333
156,08b9a8f7-3e02-434c-ac9e-eb30b5c73095,localhost,denv-pt1.es.net,9764450253.63738,27577.6,1171031,1640570.5333333334
157,7111219c-668d-4e03-9b0e-e2b643e76e79,localhost,denv-pt1.es.net,9741827533.535856,28174.175,1193355,1662338.6
158,466eda84-35c4-44e5-a06e-f99834f3f0a7,localhost,denv-pt1.es.net,9716824999.64542,28011.216666666667,1143415,1795672.4
159,2d7d4b34-1580-488d-b033-1742c7936724,localhost,denv-pt1.es.net,9758246245.19881,27694.008333333335,1168073,1706106.5333333334
160,d8858cc7-bc05-4c3b-b029-158a66fb1191,localhost,denv-pt1.es.net,9737896113.17857,27749.283333333333,1194614,1793487.8666666667
161,ec28e8f6-4dff-4cfb-ae4f-c23f2e19b570,localhost,sacr-pt1.es.net,9159383986.834614,39380.88333333333,951255,2300476.4
162,a7b4f9d4-12b6-4447-9e32-d26a4d47f1c9,localhost,sacr-pt1.es.net,9692376225.71256,37748.14166666667,1052137,2276620.466666667
163,ea4000fa-18f0-4952-b457-b2f1a0131982,localhost,sacr-pt1.es.net,9717707598.09436,37797.11666666667,1093856,2054587.9333333333
164,76c7a418-baf3-4949-ad61-b28a83aacd65,localhost,star-pt1.es.net,9855415242.486883,14703.575,1090702,1438146.3333333333
165,c801ee3b-092e-427e-bd19-969ae7403fc0,localhost,cern-773-pt1.es.net,6124515071.17333,43398.441666666666,0,765565315.3333334
166,ef87452e-10cf-4aa4-86fd-04b12f76c8bd,localhost,star-pt1.es.net,8725551159.48822,13161.158333333333,943179,17854431.0
167,115cbc1c-0935-4396-8eb8-1ffe44b2f90d,localhost,cern-773-pt1.es.net,6110669932.75301,43435.825,0,763839534.0
168,baec1901-9c37-4f28-8842-1a7bad3791ac,localhost,kans-pt1.es.net,9729330330.265917,22710.141666666666,1111906,1466255.2666666666
169,d4a71d2c-6b66-45b2-bd10-2d1c839633e6,localhost,cern-773-pt1.es.net,6123299983.3966875,43403.791666666664,0,765413441.9333333
170,75591d81-d659-4d81-9ca9-caf66f5e4ddd,localhost,kans-pt1.es.net,9793462344.53769,22430.916666666668,1109440,1597327.2666666666
171,4a925396-ed0a-4eac-bb5b-a0ec353ceae7,localhost,cern-773-pt1.es.net,6121827861.75374,43404.666666666664,0,765234056.1333333
172,0143c022-d0f5-4ad8-b160-b7b52f343392,localhost,kans-pt1.es.net,9923145374.867105,22886.008333333335,1221894,2009853.3333333333
173,2adb202a-22c2-467c-9405-6b3535918b6b,localhost,tau.ijs.si,5198429121.404084,50662.4,128,649804441.6
174,52ae150d-b6f7-4232-bba6-d5c258384b12,localhost,kans-pt1.es.net,9892433794.84002,22519.241666666665,1191396,1618725.2
175,f0a51d2a-8043-437f-b63d-d61f13375902,localhost,tau.ijs.si,5206992307.943076,50553.13333333333,745,650874862.9333333
176,ac7a3134-585e-4409-9eae-291b52be6505,localhost,kans-pt1.es.net,9796805910.497604,22710.675,1204964,1507410.6666666667
177,00e85289-0872-49d8-a818-9051efa4b2b8,localhost,tau.ijs.si,5179205165.46021,50705.925,873,647401454.9333333
178,11e07a26-80c6-4a08-b5bb-09c85448855e,localhost,denv-pt1.es.net,9824617240.76575,27663.208333333332,1148186,1815333.2
179,7022ee17-a450-44eb-bd4f-f3e8e60c991c,localhost,tau.ijs.si,5208701344.019794,50553.175,316,651089382.5333333
180,fac3fcd5-f84d-43d6-9306-6810c444b386,localhost,denv-pt1.es.net,9698008136.190247,27832.758333333335,1126500,1881316.6
181,8ea8bda0-16db-4ef7-8eee-2125a39a84bf,localhost,tau.ijs.si,5198788374.052013,50657.675,499,649849218.2666667
182,b29fe979-24f5-4305-ac2f-6300f87b36f0,localhost,denv-pt1.es.net,9783013420.618353,27663.616666666665,1093668,1621357.1333333333
183,f956ab8b-523a-4294-a87d-2934e340ac1c,localhost,lcgps02.gridpp.rl.ac.uk,3619088965.728356,39037.60833333333,5468,452387078.26666665
184,3566d1a2-87dc-4bac-bdda-00b167f0c342,localhost,denv-pt1.es.net,9794142766.87168,27477.883333333335,1129285,1640570.5333333334
185,7d41ecc9-039d-47d4-9fe3-1514f1738708,localhost,lcgps02.gridpp.rl.ac.uk,2498696402.6461873,39866.39166666667,11907,312337732.26666665
186,515cf79f-70a7-478d-84b3-3747c1f36805,localhost,denv-pt1.es.net,9688156756.467754,27570.308333333334,1122160,1618725.2
187,603b6e6b-2d5b-4cd6-98df-939006e6e00d,localhost,sacr-pt1.es.net,9601700282.112976,38108.73333333333,1093562,2297421.8666666667
188,764fe15a-83c4-40c7-bda8-6ad0fc0b6f98,localhost,sacr-pt1.es.net,9594077152.608704,37444.791666666664,1002392,2404113.2666666666
189,67e13903-c5c2-4d28-ad76-213733217956,localhost,lcgps02.gridpp.rl.ac.uk,3150555637.746106,38605.808333333334,35589,393820367.06666666
190,a3a9599c-b729-4e3d-8ab7-a9ec06c2d7a1,localhost,lcgps02.gridpp.rl.ac.uk,8948970.351418143,38081.03333333333,46,1118628.2666666666
191,d33fa238-deec-46f9-99df-28c8c5fa75b6,localhost,tau.ijs.si,8733706170.0777,50735.73333333333,212549,7797056.533333333
192,1e83a711-203b-4f4c-9a0c-355aed8aabef,localhost,tau.ijs.si,8712614822.914177,50827.23333333333,208636,7971819.2
193,5ada74a3-ae15-4399-b4bf-e754a2c797a2,localhost,lcgps02.gridpp.rl.ac.uk,7332246200.829635,37685.725,91674,22453103.2
194,1fe2d9cf-238a-4c27-9056-6e1e4b4ad5b2,localhost,lcgps02.gridpp.rl.ac.uk,6982782364.000375,37670.058333333334,64852,7096919.866666666
